topic_id,topic_title,topic_url,forum_name,actual_start_date,actual_year,date_confidence,character
53679704,Musica e Calewiewien,https://fengardgiocate.forumcommunity.net/?t=53679704,FENGARD,2003-12-11,2003,high,Calewiewien
53679704,Musica e Calewiewien,https://fengardgiocate.forumcommunity.net/?t=53679704,FENGARD,2003-12-11,2003,high,Vahn
local:2004:cagliostro:b6fbad840ec7cb,cagliostro,sources/2004_cagliostro_b6fbad840ec7cb.html,Archivio locale,2004-01-01,2004,low,Aglae
local:2004:cagliostro:b6fbad840ec7cb,cagliostro,sources/2004_cagliostro_b6fbad840ec7cb.html,Archivio locale,2004-01-01,2004,low,Cagliostro
local:2004:cagliostro:b6fbad840ec7cb,cagliostro,sources/2004_cagliostro_b6fbad840ec7cb.html,Archivio locale,2004-01-01,2004,low,Cassandra
local:2004:cagliostro:b6fbad840ec7cb,cagliostro,sources/2004_cagliostro_b6fbad840ec7cb.html,Archivio locale,2004-01-01,2004,low,Han
local:2004:cagliostro:b6fbad840ec7cb,cagliostro,sources/2004_cagliostro_b6fbad840ec7cb.html,Archivio locale,2004-01-01,2004,low,Owyn
local:2004:cagliostro:b6fbad840ec7cb,cagliostro,sources/2004_cagliostro_b6fbad840ec7cb.html,Archivio locale,2004-01-01,2004,low,Vahn
54689540,Owyn da lezione di combattimento..,https://fengardgiocate.forumcommunity.net/?t=54689540,FENGARD,2004-01-01,2004,low,Eithel
54689540,Owyn da lezione di combattimento..,https://fengardgiocate.forumcommunity.net/?t=54689540,FENGARD,2004-01-01,2004,low,Malduin
54689540,Owyn da lezione di combattimento..,https://fengardgiocate.forumcommunity.net/?t=54689540,FENGARD,2004-01-01,2004,low,Miroth
54689540,Owyn da lezione di combattimento..,https://fengardgiocate.forumcommunity.net/?t=54689540,FENGARD,2004-01-01,2004,low,Owyn
54689540,Owyn da lezione di combattimento..,https://fengardgiocate.forumcommunity.net/?t=54689540,FENGARD,2004-01-01,2004,low,Valandelian
6341537,Owyn da lezioni di...combattimento,https://fengardgiocate.forumcommunity.net/?t=6341537,FENGARD,2004-01-01,2004,low,Eithel
6341537,Owyn da lezioni di...combattimento,https://fengardgiocate.forumcommunity.net/?t=6341537,FENGARD,2004-01-01,2004,low,Malduin
6341537,Owyn da lezioni di...combattimento,https://fengardgiocate.forumcommunity.net/?t=6341537,FENGARD,2004-01-01,2004,low,Miroth
6341537,Owyn da lezioni di...combattimento,https://fengardgiocate.forumcommunity.net/?t=6341537,FENGARD,2004-01-01,2004,low,Owyn
6341537,Owyn da lezioni di...combattimento,https://fengardgiocate.forumcommunity.net/?t=6341537,FENGARD,2004-01-01,2004,low,Valandelian
23506145,Un mistico e ..un senza re !,https://fengardgiocate.forumcommunity.net/?t=23506145,FENGARD,2004-01-01,2004,low,buru
23506145,Un mistico e ..un senza re !,https://fengardgiocate.forumcommunity.net/?t=23506145,FENGARD,2004-01-01,2004,low,Eithel
23506145,Un mistico e ..un senza re !,https://fengardgiocate.forumcommunity.net/?t=23506145,FENGARD,2004-01-01,2004,low,Joandir
23506145,Un mistico e ..un senza re !,https://fengardgiocate.forumcommunity.net/?t=23506145,FENGARD,2004-01-01,2004,low,Krimgor
